id,sortOrder,arabic,arabicPlain,transliteration,translationEn,translationUr,wordType,gender,pluralForm,rootLetters,topicCategories,chapterIntroduced,frequencyInQuran,imageKey,suggestedFilename
cmq6hkx6b00bz145kda6v65jc,343,آخِرَة,اخرة,ākhira,"the Hereafter, the next life",آخرت,NOUN,FEMININE,,أ خ ر,quranic,2,115,images/words/cmq6hkx6b00bz145kda6v65jc.jpg,343-khira.jpg
cmq6hkx6b00c0145k2qh1vmgi,344,دُنْيَا,دنيا,dunyā,"worldly life, this world",دنیا,NOUN,FEMININE,,د ن و,quranic,2,115,images/words/cmq6hkx6b00c0145k2qh1vmgi.jpg,344-duny.jpg
cmq6hkx6b00c1145k2kgf6kp7,345,حَيَاة,حياة,ḥayāh,life,حیات، زندگی,NOUN,FEMININE,,ح ي و,quranic,2,76,images/words/cmq6hkx6b00c1145k2kgf6kp7.jpg,345-ay-h.jpg
cmq6hkx6b00c2145ktdhxcspl,346,مَوْت,موت,mawt,death,موت,NOUN,MASCULINE,,م و ت,quranic,3,61,images/words/cmq6hkx6b00c2145ktdhxcspl.jpg,346-mawt.jpg
cmq6hkx6b00c3145kd933su77,347,حِسَاب,حساب,ḥisāb,"reckoning, accounting, judgment",حساب,NOUN,MASCULINE,حِسَابَات,ح س ب,quranic,3,31,images/words/cmq6hkx6b00c3145kd933su77.jpg,347-is-b.jpg
cmq6hkx6b00c4145ko9fo24gw,348,مِيزَان,ميزان,mīzān,"scale, balance",میزان، ترازو,NOUN,MASCULINE,مَوَازِين,و ز ن,quranic|marketplace,4,23,images/words/cmq6hkx6b00c4145ko9fo24gw.jpg,348-m-z-n.jpg
cmq6hkx6b00c5145kekklyryd,349,رِزْق,رزق,rizq,"provision, sustenance",رزق,NOUN,MASCULINE,أَرْزَاق,ر ز ق,quranic|worship,2,123,images/words/cmq6hkx6b00c5145kekklyryd.jpg,349-rizq.jpg
cmq6hkx6b00c6145kl6k6qimf,350,فَضْل,فضل,faḍl,"grace, favor, bounty",فضل، کرم,NOUN,MASCULINE,فُضُول,ف ض ل,quranic|worship,2,104,images/words/cmq6hkx6b00c6145kl6k6qimf.jpg,350-fa-l.jpg
cmq6hkx6b00c7145kj5x848u9,351,قُدْرَة,قدرة,qudra,"power, ability",قدرت، طاقت,NOUN,FEMININE,,ق د ر,quranic,3,5,images/words/cmq6hkx6b00c7145kj5x848u9.jpg,351-qudra.jpg
cmq6hkx6b00c8145kkz1qt6mm,352,سُبْحَان,سبحان,subḥān,"glory be to, exalted is",سبحان,NOUN,MASCULINE,,س ب ح,quranic|worship,1,41,images/words/cmq6hkx6b00c8145kkz1qt6mm.jpg,352-sub-n.jpg
cmq6hkx6b00c9145k7rnlta7v,353,أَمْر,امر,amr,"command, matter, affair",امر، معاملہ,NOUN,MASCULINE,أُمُور,أ م ر,quranic,2,257,images/words/cmq6hkx6b00c9145k7rnlta7v.jpg,353-amr.jpg
cmq6hkx6b00ca145k69am9acu,354,كَلِمَة,كلمة,kalima,"word, statement",کلمہ، لفظ,NOUN,FEMININE,كَلِمَات,ك ل م,quranic,2,53,images/words/cmq6hkx6b00ca145k69am9acu.jpg,354-kalima.jpg
cmq6hkx6b00cb145k1n6mucsj,355,وَحْي,وحي,waḥy,"revelation, divine inspiration",وحی,NOUN,MASCULINE,,و ح ي,quranic,4,78,images/words/cmq6hkx6b00cb145k1n6mucsj.jpg,355-wa-y.jpg
cmq6hkx6b00cc145kna7pgka2,356,آيَة,آية,āya,"verse, sign, miracle",آیت، نشانی,NOUN,FEMININE,آيَات,أ ي ي,quranic,1,382,images/words/cmq6hkx6b00cc145kna7pgka2.jpg,356-ya.jpg
cmq6hkx6b00cd145k9va05u5t,357,مُوسَى,موسى,mūsā,Moses (Prophet),موسیٰ (نبی),PROPER_NOUN,MASCULINE,,,quranic,5,136,images/words/cmq6hkx6b00cd145k9va05u5t.jpg,357-m-s.jpg
cmq6hkx6b00ce145krh1imm32,358,عِيسَى,عيسى,'īsā,Jesus (Prophet),عیسیٰ (نبی),PROPER_NOUN,MASCULINE,,,quranic,5,25,images/words/cmq6hkx6b00ce145krh1imm32.jpg,358-s.jpg
cmq6hkx6b00cf145kwt3niniy,359,إِبْرَاهِيم,ابراهيم,ibrāhīm,Abraham (Prophet),ابراہیم (نبی),PROPER_NOUN,MASCULINE,,,quranic,5,69,images/words/cmq6hkx6b00cf145kwt3niniy.jpg,359-ibr-h-m.jpg
cmq6hkx6b00cg145kwyj1iyta,360,آدَم,آدم,ādam,Adam (the first man),آدم,PROPER_NOUN,MASCULINE,,,quranic,4,25,images/words/cmq6hkx6b00cg145kwyj1iyta.jpg,360-dam.jpg
cmq6hkx6b00ch145k7ox7yuer,361,نُوح,نوح,nūḥ,Noah (Prophet),نوح (نبی),PROPER_NOUN,MASCULINE,,,quranic,5,43,images/words/cmq6hkx6b00ch145k7ox7yuer.jpg,361-n.jpg
cmq6hkx6b00ci145kddyvgtti,362,تَوْحِيد,توحيد,tawḥīd,"monotheism, Oneness of Allah",توحید,NOUN,MASCULINE,,و ح د,quranic|worship,3,0,images/words/cmq6hkx6b00ci145kddyvgtti.jpg,362-taw-d.jpg
cmq6hkx6b00cj145kdueyy1k4,363,شِرْك,شرك,shirk,"polytheism, associating partners with Allah",شرک,NOUN,MASCULINE,,ش ر ك,quranic,4,5,images/words/cmq6hkx6b00cj145kdueyy1k4.jpg,363-shirk.jpg
cmq6hkx6b00ck145kg56ovqug,364,كُفْر,كفر,kufr,"disbelief, ingratitude",کفر,NOUN,MASCULINE,,ك ف ر,quranic,4,37,images/words/cmq6hkx6b00ck145kg56ovqug.jpg,364-kufr.jpg
cmq6hkx6b00cl145kg3fu5dfv,365,ظُلْم,ظلم,ẓulm,"oppression, injustice, wrongdoing",ظلم,NOUN,MASCULINE,,ظ ل م,quranic,3,48,images/words/cmq6hkx6b00cl145kg3fu5dfv.jpg,365-ulm.jpg
cmq6hkx6b00cm145k1m8qs9vw,366,فَسَاد,فساد,fasād,"corruption, mischief",فساد، بگاڑ,NOUN,MASCULINE,,ف س د,quranic,4,30,images/words/cmq6hkx6b00cm145k1m8qs9vw.jpg,366-fas-d.jpg
cmq6hkx6b00cn145k5m3w9dj7,367,مَلَائِكَة,ملائكة,malā'ika,angels,ملائکہ، فرشتے,NOUN,MASCULINE,,م ل ك,quranic,3,68,images/words/cmq6hkx6b00cn145k5m3w9dj7.jpg,367-mal-ika.jpg
cmq6hkx6b00co145k2664ys1b,368,إِبْلِيس,ابليس,iblīs,"Iblis, the devil",ابلیس، شیطان,PROPER_NOUN,MASCULINE,,ب ل س,quranic,5,11,images/words/cmq6hkx6b00co145k2664ys1b.jpg,368-ibl-s.jpg
cmq6hkx6b00cp145kevm19fxh,369,جِنّ,جن,jinn,jinn (spirits),جن,NOUN,MASCULINE,جِنَّة,ج ن ن,quranic,4,22,images/words/cmq6hkx6b00cp145kevm19fxh.jpg,369-jinn.jpg
cmq6hkx6b00cq145kzo1otg99,370,عَرْش,عرش,'arsh,Throne (of Allah),عرش,NOUN,MASCULINE,,ع ر ش,quranic,4,33,images/words/cmq6hkx6b00cq145kzo1otg99.jpg,370-arsh.jpg
cmq6hkx6c00cr145ku8ns7uhl,371,خَالِق,خالق,khāliq,Creator,خالق، پیدا کرنے والا,NOUN,MASCULINE,,خ ل ق,quranic,2,15,images/words/cmq6hkx6c00cr145ku8ns7uhl.jpg,371-kh-liq.jpg
cmq6hkx6c00cs145ksrkb26vi,372,عَلِيم,عليم,'alīm,All-Knowing,علیم، سب کچھ جاننے والا,ADJECTIVE,,,ع ل م,quranic,2,157,images/words/cmq6hkx6c00cs145ksrkb26vi.jpg,372-al-m.jpg
cmq6hkx6c00ct145k4sz3qyoa,373,قَدِير,قدير,qadīr,"All-Powerful, Omnipotent",قدیر، قادر مطلق,ADJECTIVE,,,ق د ر,quranic,2,45,images/words/cmq6hkx6c00ct145k4sz3qyoa.jpg,373-qad-r.jpg
cmq6hkx6c00cu145kadwqjlri,374,حَكِيم,حكيم,ḥakīm,All-Wise,حکیم، حکمت والا,ADJECTIVE,,,ح ك م,quranic,2,97,images/words/cmq6hkx6c00cu145kadwqjlri.jpg,374-ak-m.jpg
cmq6hkx6c00cv145ks4ga9f9i,375,سَمِيع,سميع,samī',All-Hearing,سمیع، سننے والا,ADJECTIVE,,,س م ع,quranic,2,47,images/words/cmq6hkx6c00cv145ks4ga9f9i.jpg,375-sam.jpg
cmq6hkx6c00cw145kh0lpizsv,376,بَصِير,بصير,baṣīr,All-Seeing,بصیر، دیکھنے والا,ADJECTIVE,,,ب ص ر,quranic,2,42,images/words/cmq6hkx6c00cw145kh0lpizsv.jpg,376-ba-r.jpg
cmq6hkx6c00cx145kgf7y15w4,377,غَفُور,غفور,ghafūr,All-Forgiving,غفور، بخشنے والا,ADJECTIVE,,,غ ف ر,quranic,1,91,images/words/cmq6hkx6c00cx145kgf7y15w4.jpg,377-ghaf-r.jpg
cmq6hkx6c00cy145k1wp3yf84,378,تَوَّاب,تواب,tawwāb,"Oft-Returning, Acceptor of Repentance",توبہ قبول کرنے والا,ADJECTIVE,,,ت و ب,quranic,2,11,images/words/cmq6hkx6c00cy145k1wp3yf84.jpg,378-taww-b.jpg
cmq6hkx6c00cz145kb30cdv7y,379,رَزَّاق,رزاق,razzāq,"the Provider, Sustainer",رزاق، رزق دینے والا,NOUN,MASCULINE,,ر ز ق,quranic,3,1,images/words/cmq6hkx6c00cz145kb30cdv7y.jpg,379-razz-q.jpg
cmq6hkx6c00d0145kiyku45fb,380,وَدُود,ودود,wadūd,"the Loving, full of Love",ودود، محبت کرنے والا,ADJECTIVE,,,و د د,quranic,4,2,images/words/cmq6hkx6c00d0145kiyku45fb.jpg,380-wad-d.jpg
cmq6hkx6c00d1145kiv2p7vkv,381,أَحَد,احد,aḥad,"one, unique, singular",احد، ایک,ADJECTIVE,,,و ح د,quranic,1,90,images/words/cmq6hkx6c00d1145kiv2p7vkv.jpg,381-a-ad.jpg
cmq6hkx6c00d2145kz8pw1whd,382,صَمَد,صمد,ṣamad,"the Eternal, Self-Sufficient, the Besought",صمد، بے نیاز,NOUN,MASCULINE,,ص م د,quranic,3,1,images/words/cmq6hkx6c00d2145kz8pw1whd.jpg,382-amad.jpg
cmq6hkx6c00d3145ky1p0llkx,383,رَحْمَن,رحمن,raḥmān,"the Most Gracious, Beneficent",رحمان,PROPER_NOUN,MASCULINE,,ر ح م,quranic,1,57,images/words/cmq6hkx6c00d3145ky1p0llkx.jpg,383-ra-m-n.jpg
cmq6hkx6c00d4145k0at8ms40,384,إِلَه,اله,ilāh,"god, deity",الٰہ، معبود,NOUN,MASCULINE,آلِهَة,أ ل ه,quranic|worship,2,147,images/words/cmq6hkx6c00d4145k0at8ms40.jpg,384-il-h.jpg
cmq6hkx6c00d5145kv4styd0n,385,أَعُوذُ,اعوذ,a'ūdhu,I seek refuge,میں پناہ مانگتا ہوں,VERB_PRESENT,,,ع و ذ,quranic|worship,2,3,images/words/cmq6hkx6c00d5145kv4styd0n.jpg,385-a-dhu.jpg
cmq6hkx6c00d6145kriu5ejqv,386,صِرَاطَ الَّذِينَ,صراط الذين,ṣirāṭ alladhīna,the path of those,ان لوگوں کا راستہ,NOUN,MASCULINE,,ص ر ط,quranic,2,0,images/words/cmq6hkx6c00d6145kriu5ejqv.jpg,386-ir-alladh-na.jpg
cmq6hkx6c00d7145kjis016bq,387,جَزَاء,جزاء,jazā',"recompense, reward, punishment",جزا، بدلہ,NOUN,MASCULINE,,ج ز ي,quranic,3,43,images/words/cmq6hkx6c00d7145kjis016bq.jpg,387-jaz.jpg
cmq6hkx6c00d8145kwby9d171,388,نَعِيم,نعيم,na'īm,"bliss, luxury, paradise",نعیم، خوشحالی,NOUN,MASCULINE,,ن ع م,quranic,4,13,images/words/cmq6hkx6c00d8145kwby9d171.jpg,388-na-m.jpg
cmq6hkx6c00d9145kq6fuybks,389,بَاطِل,باطل,bāṭil,"falsehood, vain, void",باطل، جھوٹ,NOUN,MASCULINE,,ب ط ل,quranic,4,36,images/words/cmq6hkx6c00d9145kq6fuybks.jpg,389-b-il.jpg
cmq6hkx6c00da145k71e84s0n,390,خَلِيفَة,خليفة,khalīfa,"vicegerent, successor",خلیفہ,NOUN,MASCULINE,خُلَفَاء,خ ل ف,quranic,5,9,images/words/cmq6hkx6c00da145k71e84s0n.jpg,390-khal-fa.jpg
cmq6hkx6c00db145koxq501bk,391,بَعَثَ,بعث,ba'atha,"he sent, raised up",اس نے بھیجا، اٹھایا,VERB_PAST,,,ب ع ث,quranic,3,64,images/words/cmq6hkx6c00db145koxq501bk.jpg,391-ba-atha.jpg
cmq6hkx6c00dc145k5idu8dce,392,أَنْزَلَ,انزل,anzala,"he sent down, revealed",اس نے نازل کیا,VERB_PAST,,,ن ز ل,quranic,2,114,images/words/cmq6hkx6c00dc145k5idu8dce.jpg,392-anzala.jpg
cmq6hkx6c00dd145kt86c98ah,393,صَلَوَات,صلوات,ṣalawāt,"prayers, blessings",نمازیں، درود,NOUN,FEMININE,,ص ل و,quranic|worship,3,5,images/words/cmq6hkx6c00dd145kt86c98ah.jpg,393-alaw-t.jpg
cmq6hkx6c00de145ktpku2y39,394,مُحَمَّد,محمد,muḥammad,Muhammad (the Prophet),محمد (نبی),PROPER_NOUN,MASCULINE,,ح م د,quranic|people,3,4,images/words/cmq6hkx6c00de145ktpku2y39.jpg,394-mu-ammad.jpg
cmq6hkx6c00df145ki8zhrvor,395,صِرَاطِي,صراطي,ṣirāṭī,"my path, my way",میرا راستہ,NOUN,MASCULINE,,ص ر ط,quranic,3,2,images/words/cmq6hkx6c00df145ki8zhrvor.jpg,395-ir.jpg
cmq6hkx6c00dg145k1re8nisp,396,عَمَل,عمل,'amal,"deed, action, work",عمل، کام,NOUN,MASCULINE,أَعْمَال,ع م ل,quranic|worship,2,159,images/words/cmq6hkx6c00dg145k1re8nisp.jpg,396-amal.jpg
cmq6hkx6c00dh145kws6brumr,397,صَالِح,صالح,ṣāliḥ,"righteous, pious, good",صالح، نیک,ADJECTIVE,MASCULINE,صَالِحُون,ص ل ح,quranic|worship,2,89,images/words/cmq6hkx6c00dh145kws6brumr.jpg,397-li.jpg
cmq6hkx6c00di145k7t0ncciv,398,أَجْر,اجر,ajr,"reward, wage",اجر، انعام,NOUN,MASCULINE,أُجُور,أ ج ر,quranic|worship,2,107,images/words/cmq6hkx6c00di145k7t0ncciv.jpg,398-ajr.jpg
cmq6hkx6c00dj145k0q8sjrik,399,فَوْز,فوز,fawz,"success, triumph, salvation",فوز، کامیابی,NOUN,MASCULINE,,ف و ز,quranic,3,29,images/words/cmq6hkx6c00dj145k0q8sjrik.jpg,399-fawz.jpg
cmq6hkx6c00dk145kgw57d91o,400,حِكْمَة,حكمة,ḥikma,wisdom,حکمت,NOUN,FEMININE,حِكَم,ح ك م,quranic|worship,3,20,images/words/cmq6hkx6c00dk145kgw57d91o.jpg,400-ikma.jpg
cmq6hkx6c00dl145k3fb2ld0x,401,عِلْم,علم,'ilm,"knowledge, science",علم,NOUN,MASCULINE,عُلُوم,ع ل م,quranic|school,1,380,images/words/cmq6hkx6c00dl145k3fb2ld0x.jpg,401-ilm.jpg
cmq6hkx6c00dm145kjvsgwx5t,402,لِسَان عَرَبِيّ,لسان عربي,lisān 'arabī,"Arabic tongue, Arabic language",عربی زبان,NOUN,MASCULINE,,ع ر ب,quranic,3,4,images/words/cmq6hkx6c00dm145kjvsgwx5t.jpg,402-lis-n-arab.jpg
cmq6hkx6c00dn145kuo5tr23v,403,بَيِّنَة,بينة,bayyina,"clear proof, evidence",واضح دلیل,NOUN,FEMININE,بَيِّنَات,ب ي ن,quranic,4,19,images/words/cmq6hkx6c00dn145kuo5tr23v.jpg,403-bayyina.jpg
cmq6hkx6c00do145kd15x49pa,404,سَبِيل,سبيل,sabīl,"way, path, means",راستہ، سبیل,NOUN,MASCULINE,سُبُل,س ب ل,quranic,3,166,images/words/cmq6hkx6c00do145kd15x49pa.jpg,404-sab-l.jpg
cmq6hkx6c00dp145k56bhc0uw,405,خَلَقَ,خلق,khalaqa,he created,اس نے پیدا کیا,VERB_PAST,,,خ ل ق,quranic,2,254,images/words/cmq6hkx6c00dp145k56bhc0uw.jpg,405-khalaqa.jpg
cmq6hkx6c00dq145k6h67h4jh,406,قَالَ,قال,qāla,he said,اس نے کہا,VERB_PAST,,,ق و ل,verbs,2,1722,images/words/cmq6hkx6c00dq145k6h67h4jh.jpg,406-q-la.jpg
cmq6hkx6c00dr145ki78no1tp,407,أَكَلَ,اكل,akala,he ate,اس نے کھایا,VERB_PAST,,,أ ك ل,verbs|food,2,26,images/words/cmq6hkx6c00dr145ki78no1tp.jpg,407-akala.jpg
cmq6hkx6c00ds145kmmj6a7ny,408,شَرِبَ,شرب,shariba,he drank,اس نے پیا,VERB_PAST,,,ش ر ب,verbs|food,2,21,images/words/cmq6hkx6c00ds145kmmj6a7ny.jpg,408-shariba.jpg
cmq6hkx6c00dt145ksspuol3g,409,نَظَرَ,نظر,naẓara,"he looked, he saw",اس نے دیکھا,VERB_PAST,,,ن ظ ر,verbs,2,129,images/words/cmq6hkx6c00dt145ksspuol3g.jpg,409-na-ara.jpg
cmq6hkx6c00du145ktvgckoma,410,سَمِعَ,سمع,sami'a,"he heard, he listened",اس نے سنا,VERB_PAST,,,س م ع,verbs,2,185,images/words/cmq6hkx6c00du145ktvgckoma.jpg,410-sami-a.jpg
cmq6hkx6c00dv145krstsuvet,411,دَخَلَ,دخل,dakhala,he entered,وہ داخل ہوا,VERB_PAST,,,د خ ل,verbs,2,111,images/words/cmq6hkx6c00dv145krstsuvet.jpg,411-dakhala.jpg
cmq6hkx6c00dw145k7n9bttfy,412,خَرَجَ,خرج,kharaja,"he went out, he exited",وہ نکلا,VERB_PAST,,,خ ر ج,verbs,2,102,images/words/cmq6hkx6c00dw145k7n9bttfy.jpg,412-kharaja.jpg
cmq6hkx6c00dx145kwj8uucal,413,جَلَسَ,جلس,jalasa,he sat,وہ بیٹھا,VERB_PAST,,,ج ل س,verbs,2,0,images/words/cmq6hkx6c00dx145kwj8uucal.jpg,413-jalasa.jpg
cmq6hkx6c00dy145knaxpwatp,414,قَامَ,قام,qāma,"he stood up, he rose",وہ کھڑا ہوا,VERB_PAST,,,ق و م,verbs,2,71,images/words/cmq6hkx6c00dy145knaxpwatp.jpg,414-q-ma.jpg
cmq6hkx6c00dz145koz9zco30,415,نَامَ,نام,nāma,he slept,وہ سویا,VERB_PAST,,,ن و م,verbs,3,0,images/words/cmq6hkx6c00dz145koz9zco30.jpg,415-n-ma.jpg
cmq6hkx6c00e0145k4yblqi6t,416,رَجَعَ,رجع,raja'a,"he returned, he came back",وہ واپس آیا,VERB_PAST,,,ر ج ع,verbs,2,107,images/words/cmq6hkx6c00e0145k4yblqi6t.jpg,416-raja-a.jpg
cmq6hkx6c00e1145kmo855hsm,417,فَتَحَ,فتح,fataḥa,"he opened, he conquered",اس نے کھولا,VERB_PAST,,,ف ت ح,verbs,3,23,images/words/cmq6hkx6c00e1145kmo855hsm.jpg,417-fata-a.jpg
cmq6hkx6c00e2145kmmp2iegm,418,أَعْطَى,اعطى,a'ṭā,he gave,اس نے دیا,VERB_PAST,,,ع ط و,verbs,2,64,images/words/cmq6hkx6c00e2145kmmp2iegm.jpg,418-a.jpg
cmq6hkx6c00e3145kmqa326ae,419,أَخَذَ,اخذ,akhadha,"he took, he seized",اس نے لیا,VERB_PAST,,,أ خ ذ,verbs,2,131,images/words/cmq6hkx6c00e3145kmqa326ae.jpg,419-akhadha.jpg
cmq6hkx6c00e4145kkazpyevc,420,حَمَلَ,حمل,ḥamala,"he carried, he bore",اس نے اٹھایا,VERB_PAST,,,ح م ل,verbs,3,56,images/words/cmq6hkx6c00e4145kkazpyevc.jpg,420-amala.jpg
cmq6hkx6c00e5145krpkgvp46,421,نَصَرَ,نصر,naṣara,"he helped, he aided",اس نے مدد کی,VERB_PAST,,,ن ص ر,verbs,2,40,images/words/cmq6hkx6c00e5145krpkgvp46.jpg,421-na-ara.jpg
cmq6hkx6c00e6145kdzem80hs,422,سَأَلَ,سال,sa'ala,he asked,اس نے پوچھا,VERB_PAST,,,س أ ل,verbs,2,131,images/words/cmq6hkx6c00e6145kdzem80hs.jpg,422-sa-ala.jpg
cmq6hkx6c00e7145kga2xhfcc,423,أَجَابَ,اجاب,ajāba,"he answered, he responded",اس نے جواب دیا,VERB_PAST,,,ج و ب,verbs,3,15,images/words/cmq6hkx6c00e7145kga2xhfcc.jpg,423-aj-ba.jpg
cmq6hkx6c00e8145k4jdgxuyp,424,رَأَى,رأى,ra'ā,"he saw, he observed",اس نے دیکھا,VERB_PAST,,,ر أ ي,verbs,2,148,images/words/cmq6hkx6c00e8145k4jdgxuyp.jpg,424-ra.jpg
cmq6hkx6c00e9145kmkk7tmy6,425,أَمَرَ,امر,amara,"he commanded, he ordered",اس نے حکم دیا,VERB_PAST,,,أ م ر,verbs|quranic,2,245,images/words/cmq6hkx6c00e9145kmkk7tmy6.jpg,425-amara.jpg
cmq6hkx6c00ea145ktfksqyo4,426,نَهَى,نهى,nahā,"he forbade, he prohibited",اس نے منع کیا,VERB_PAST,,,ن ه ي,verbs|quranic,3,55,images/words/cmq6hkx6c00ea145ktfksqyo4.jpg,426-nah.jpg
cmq6hkx6c00eb145kvnca4j9r,427,أَرْسَلَ,ارسل,arsala,"he sent, he dispatched",اس نے بھیجا,VERB_PAST,,,ر س ل,verbs|quranic,2,176,images/words/cmq6hkx6c00eb145kvnca4j9r.jpg,427-arsala.jpg
cmq6hkx6c00ec145kfaa6a0fa,428,نَزَلَ,نزل,nazala,"he descended, he came down",وہ اترا,VERB_PAST,,,ن ز ل,verbs|quranic,2,97,images/words/cmq6hkx6c00ec145kfaa6a0fa.jpg,428-nazala.jpg
cmq6hkx6c00ed145k0o3sdury,429,رَفَعَ,رفع,rafa'a,"he raised, he lifted",اس نے اٹھایا، بلند کیا,VERB_PAST,,,ر ف ع,verbs|quranic,3,29,images/words/cmq6hkx6c00ed145k0o3sdury.jpg,429-rafa-a.jpg
cmq6hkx6c00ee145kv72wdw0d,430,هَدَى,هدى,hadā,he guided,اس نے ہدایت دی,VERB_PAST,,,ه د ي,verbs|quranic,1,316,images/words/cmq6hkx6c00ee145kv72wdw0d.jpg,430-had.jpg
cmq6hkx6c00ef145kmvasi3tx,431,آمَنَ,آمن,āmana,"he believed, he had faith",وہ ایمان لایا,VERB_PAST,,,أ م ن,verbs|worship|quranic,2,537,images/words/cmq6hkx6c00ef145kmvasi3tx.jpg,431-mana.jpg
cmq6hkx6c00eg145k6rd4c11j,432,كَفَرَ,كفر,kafara,"he disbelieved, he was ungrateful",اس نے کفر کیا,VERB_PAST,,,ك ف ر,verbs|quranic,4,289,images/words/cmq6hkx6c00eg145k6rd4c11j.jpg,432-kafara.jpg
cmq6hkx6c00eh145k0dquc39i,433,تَابَ,تاب,tāba,"he repented, he returned to Allah",اس نے توبہ کی,VERB_PAST,,,ت و ب,verbs|worship,3,88,images/words/cmq6hkx6c00eh145k0dquc39i.jpg,433-t-ba.jpg
cmq6hkx6c00ei145kyza8h200,434,عَبَدَ,عبد,'abada,he worshipped,اس نے عبادت کی,VERB_PAST,,,ع ب د,verbs|worship|quranic,1,74,images/words/cmq6hkx6c00ei145kyza8h200.jpg,434-abada.jpg
cmq6hkx6c00ej145kunlcxyu4,435,دَعَا,دعا,da'ā,"he called, he supplicated",اس نے دعا کی، بلایا,VERB_PAST,,,د ع و,verbs|worship,2,212,images/words/cmq6hkx6c00ej145kunlcxyu4.jpg,435-da.jpg
cmq6hkx6c00ek145kkb7odeo0,436,شَكَرَ,شكر,shakara,"he thanked, he was grateful",اس نے شکر کیا,VERB_PAST,,,ش ك ر,verbs|worship,3,75,images/words/cmq6hkx6c00ek145kkb7odeo0.jpg,436-shakara.jpg
cmq6hkx6c00el145k8dcr6l7e,437,صَبَرَ,صبر,ṣabara,"he was patient, he persevered",اس نے صبر کیا,VERB_PAST,,,ص ب ر,verbs|worship,2,93,images/words/cmq6hkx6c00el145k8dcr6l7e.jpg,437-abara.jpg
cmq6hkx6c00em145kay2d53gz,438,غَفَرَ,غفر,ghafara,he forgave,اس نے معاف کیا,VERB_PAST,,,غ ف ر,verbs|worship|quranic,2,234,images/words/cmq6hkx6c00em145kay2d53gz.jpg,438-ghafara.jpg
cmq6hkx6c00en145kwy7t4rv5,439,رَحِمَ,رحم,raḥima,he had mercy on,اس نے رحم کیا,VERB_PAST,,,ر ح م,verbs|worship|quranic,2,105,images/words/cmq6hkx6c00en145kwy7t4rv5.jpg,439-ra-ima.jpg
cmq6hkx6c00eo145k77zz5hin,440,أَحَبَّ,احب,aḥabba,he loved,اس نے محبت کی,VERB_PAST,,,ح ب ب,verbs,3,83,images/words/cmq6hkx6c00eo145k77zz5hin.jpg,440-a-abba.jpg
cmq6hkx6c00ep145k9equz9tx,441,كَرِهَ,كره,kariha,"he disliked, he hated",اس نے ناپسند کیا,VERB_PAST,,,ك ر ه,verbs,3,33,images/words/cmq6hkx6c00ep145k9equz9tx.jpg,441-kariha.jpg
cmq6hkx6c00eq145krlcym8zc,442,خَافَ,خاف,khāfa,he feared,وہ ڈرا,VERB_PAST,,,خ و ف,verbs|quranic,2,124,images/words/cmq6hkx6c00eq145krlcym8zc.jpg,442-kh-fa.jpg
cmq6hkx6c00er145kqp9tgghb,443,رَجَا,رجا,rajā,"he hoped, he expected",اس نے امید رکھی,VERB_PAST,,,ر ج و,verbs|worship,3,34,images/words/cmq6hkx6c00er145kqp9tgghb.jpg,443-raj.jpg
cmq6hkx6c00es145k6fag2xrw,444,بَكَى,بكى,bakā,"he cried, he wept",وہ رویا,VERB_PAST,,,ب ك ي,verbs,4,7,images/words/cmq6hkx6c00es145k6fag2xrw.jpg,444-bak.jpg
cmq6hkx6c00et145kfgtnydzo,445,فَرِحَ,فرح,fariḥa,"he rejoiced, he was happy",وہ خوش ہوا,VERB_PAST,,,ف ر ح,verbs,4,22,images/words/cmq6hkx6c00et145kfgtnydzo.jpg,445-fari-a.jpg
cmq6hkx6c00eu145kgv9bjqd9,446,عَمِلَ,عمل,'amila,"he worked, he did",اس نے کام کیا، عمل کیا,VERB_PAST,,,ع م ل,verbs|quranic,2,332,images/words/cmq6hkx6c00eu145kgv9bjqd9.jpg,446-amila.jpg
cmq6hkx6c00ev145krtst7it1,447,بَنَى,بنى,banā,"he built, he constructed",اس نے بنایا,VERB_PAST,,,ب ن ي,verbs,3,19,images/words/cmq6hkx6c00ev145krtst7it1.jpg,447-ban.jpg
cmq6hkx6c00ew145kdmyu733n,448,طَلَبَ,طلب,ṭalaba,"he sought, he requested",اس نے مانگا,VERB_PAST,,,ط ل ب,verbs,2,0,images/words/cmq6hkx6c00ew145kdmyu733n.jpg,448-alaba.jpg
cmq6hkx6c00ex145k02j9g0gj,449,وَجَدَ,وجد,wajada,he found,اس نے پایا,VERB_PAST,,,و ج د,verbs,3,95,images/words/cmq6hkx6c00ex145k02j9g0gj.jpg,449-wajada.jpg
cmq6hkx6c00ey145kpx69rx9i,450,رَزَقَ,رزق,razaqa,"he provided, he gave sustenance",اس نے رزق دیا,VERB_PAST,,,ر ز ق,verbs|quranic,2,123,images/words/cmq6hkx6c00ey145kpx69rx9i.jpg,450-razaqa.jpg
cmq6hkx6c00ez145kul7nmbwv,451,ضَرَبَ,ضرب,ḍaraba,"he struck, he set forth (an example)",اس نے مارا، مثال دی,VERB_PAST,,,ض ر ب,verbs,3,58,images/words/cmq6hkx6c00ez145kul7nmbwv.jpg,451-araba.jpg
