scope,isInVocabularyWord,vocabId,vocabSortOrder,arPlain,arabic,transliteration,translationEn,translationUr,discoverType,discoverMentionCount,firstFixture,discoverImageUrl,vocabImageUrl,recommendedImageTarget
discover_card_only,no,,,غرفة صغيرة,غُرْفَةٌ صَغِيرَةٌ,ghurfatun ṣaghīratun,a small room,ایک چھوٹا کمرہ,WORD,1,warsh-backend/prisma/fixtures/chapter-04-lesson-03.json,,,images/discover/غرفة-صغيرة.jpg
discover_card_only,no,,,كلمة طيبة,كَلِمَةٌ طَيِّبَةٌ,kalimatun ṭayyibatun,a good / pure word,ایک اچھی / پاکیزہ بات,WORD,1,warsh-backend/prisma/fixtures/chapter-04-lesson-03.json,,,images/discover/كلمة-طيبة.jpg
discover_card_only,no,,,مدرسة كبيرة,مَدْرَسَةٌ كَبِيرَةٌ,madrasatun kabīratun,a big school,ایک بڑا اسکول / مدرسہ,WORD,1,warsh-backend/prisma/fixtures/chapter-04-lesson-03.json,,,images/discover/مدرسة-كبيرة.jpg
discover_card_only,no,,,مدينة جميلة,مَدِينَةٌ جَمِيلَةٌ,madīnatun jamīlatun,a beautiful city,ایک خوبصورت شہر,WORD,1,warsh-backend/prisma/fixtures/chapter-04-lesson-03.json,,,images/discover/مدينة-جميلة.jpg
discover_card_only,no,,,نعمة عظيمة,نِعْمَةٌ عَظِيمَةٌ,niʿmatun ʿaẓīmatun,a great blessing,ایک عظیم نعمت,WORD,1,warsh-backend/prisma/fixtures/chapter-04-lesson-03.json,,,images/discover/نعمة-عظيمة.jpg
vocabulary_word_and_discover_card,yes,cmq6hkx6b00ca145k69am9acu,354,كلمة,هَٰذِهِ كَلِمَةٌ,hādhihi kalimatun,this is a word,یہ لفظ ہے,WORD,2,warsh-backend/prisma/fixtures/chapter-05-lesson-01.json,,,images/words/cmq6hkx6b00ca145k69am9acu.jpg
vocabulary_word_and_discover_card,yes,cmq6hkx69003x145kf4iqyz7s,53,مدينة,هَٰذِهِ مَدِينَةٌ,hādhihi madīnatun,this is a city,یہ شہر ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-05-lesson-01.json,,,images/words/cmq6hkx69003x145kf4iqyz7s.jpg
discover_card_only,no,,,ناقة,هَٰذِهِ نَاقَةٌ,hādhihi nāqatun,this is a she-camel,یہ اونٹنی ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-05-lesson-01.json,,,images/discover/ناقة.jpg
discover_card_only,no,,,تلك آيات الله,تِلْكَ آيَاتُ اللَّهِ,tilka āyātu llāh,those are the signs of Allah,وہ اللہ کی نشانیاں ہیں,WORD,1,warsh-backend/prisma/fixtures/chapter-05-lesson-02.json,,,images/discover/تلك-ايات-الله.jpg
discover_card_only,no,,,تلك جنة,تِلْكَ جَنَّةٌ,tilka jannatun,that is a garden,وہ باغ / جنت ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-05-lesson-02.json,,,images/discover/تلك-جنة.jpg
discover_card_only,no,,,تلك مدرسة,تِلْكَ مَدْرَسَةٌ,tilka madrasatun,that is a school,وہ مدرسہ ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-05-lesson-02.json,,,images/discover/تلك-مدرسة.jpg
discover_card_only,no,,,تلك مدينة,تِلْكَ مَدِينَةٌ,tilka madīnatun,that is a city,وہ شہر ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-05-lesson-02.json,,,images/discover/تلك-مدينة.jpg
discover_card_only,no,,,لك قلم,لَكَ قَلَمٌ,laka qalamun,you have a pen,تمہارے پاس قلم ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-05-lesson-03.json,,,images/discover/لك-قلم.jpg
discover_card_only,no,,,لكم آية,لَكُمْ آيَةٌ,lakum āyatun,for you is a sign,تمہارے لیے نشانی ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-05-lesson-03.json,,,images/discover/لكم-اية.jpg
discover_card_only,no,,,له بيت,لَهُ بَيْتٌ,lahu baytun,he has a house,اس کے پاس گھر ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-05-lesson-03.json,,,images/discover/له-بيت.jpg
discover_card_only,no,,,لها مدرسة,لَهَا مَدْرَسَةٌ,lahā madrasatun,she has a school,اس کے پاس مدرسہ ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-05-lesson-03.json,,,images/discover/لها-مدرسة.jpg
discover_card_only,no,,,لي كتاب,لِي كِتَابٌ,lī kitābun,I have a book,میرے پاس کتاب ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-05-lesson-03.json,,,images/discover/لي-كتاب.jpg
vocabulary_word_and_discover_card,yes,cmq6hkx6b009c145k0a4x5su0,248,ذهب,ذَهَبَ,dhahaba,he went,وہ گیا,WORD,5,warsh-backend/prisma/fixtures/chapter-05-lesson-04.json,,,images/words/cmq6hkx6b009c145k0a4x5su0.jpg
discover_card_only,no,,,ذهب إلى المسجد,ذَهَبَ إِلَى الْمَسْجِدِ,dhahaba ilā al-masjidi,he went to the mosque,وہ مسجد کی طرف گیا,WORD,1,warsh-backend/prisma/fixtures/chapter-05-lesson-04.json,,,images/discover/ذهب-الي-المسجد.jpg
discover_card_only,no,,,ذهب الأستاذ,ذَهَبَ الْأُسْتَاذُ,dhahaba al-ustādhu,the teacher went,استاد گیا,WORD,1,warsh-backend/prisma/fixtures/chapter-05-lesson-04.json,,,images/discover/ذهب-الاستاذ.jpg
discover_card_only,no,,,ذهب الطالب,ذَهَبَ الطَّالِبُ,dhahaba aṭ-ṭālibu,the student went,طالب علم گیا,WORD,2,warsh-backend/prisma/fixtures/chapter-05-lesson-04.json,,,images/discover/ذهب-الطالب.jpg
discover_card_only,no,,,ذهب الولد,ذَهَبَ الْوَلَدُ,dhahaba al-waladu,the boy went,لڑکا گیا,WORD,1,warsh-backend/prisma/fixtures/chapter-05-lesson-04.json,,,images/discover/ذهب-الولد.jpg
discover_card_only,no,,,الرجل الكريم ذهب,الرَّجُلُ الْكَرِيمُ ذَهَبَ,ar-rajulu al-karīmu dhahaba,the generous man went,سخی آدمی گیا,WORD,1,warsh-backend/prisma/fixtures/chapter-06-lesson-01.json,,,images/discover/الرجل-الكريم-ذهب.jpg
discover_card_only,no,,,الطالب المجتهد ذهب,الطَّالِبُ الْمُجْتَهِدُ ذَهَبَ,aṭ-ṭālibu al-mujtahidu dhahaba,the hardworking student went,محنتی طالب علم گیا,WORD,1,warsh-backend/prisma/fixtures/chapter-06-lesson-01.json,,,images/discover/الطالب-المجتهد-ذهب.jpg
discover_card_only,no,,,الولد الصالح ذهب,الْوَلَدُ الصَّالِحُ ذَهَبَ,al-waladu aṣ-ṣāliḥu dhahaba,the righteous boy went,نیک لڑکا گیا,WORD,1,warsh-backend/prisma/fixtures/chapter-06-lesson-01.json,,,images/discover/الولد-الصالح-ذهب.jpg
discover_card_only,no,,,الرجل الذي ذهب,الرَّجُلُ الَّذِي ذَهَبَ,ar-rajulu alladhī dhahaba,the man who went,وہ آدمی جو گیا,WORD,1,warsh-backend/prisma/fixtures/chapter-06-lesson-02.json,,,images/discover/الرجل-الذي-ذهب.jpg
discover_card_only,no,,,الطالب الذي قرأ,الطَّالِبُ الَّذِي قَرَأَ,aṭ-ṭālibu alladhī qara'a,the student who read,وہ طالب علم جس نے پڑھا,WORD,1,warsh-backend/prisma/fixtures/chapter-06-lesson-02.json,,,images/discover/الطالب-الذي-قرا.jpg
discover_card_only,no,,,الولد الذي ذهب,الْوَلَدُ الَّذِي ذَهَبَ,al-waladu alladhī dhahaba,the boy who went,وہ لڑکا جو گیا,WORD,1,warsh-backend/prisma/fixtures/chapter-06-lesson-02.json,,,images/discover/الولد-الذي-ذهب.jpg
discover_card_only,no,,,القلم الذي على المكتب,الْقَلَمُ الَّذِي عَلَى الْمَكْتَبِ,al-qalamu alladhī ʿalā al-maktabi,the pen that is on the desk,وہ قلم جو میز پر ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-06-lesson-03.json,,,images/discover/القلم-الذي-علي-المكتب.jpg
discover_card_only,no,,,الكتاب الذي في البيت,الْكِتَابُ الَّذِي فِي الْبَيْتِ,al-kitābu alladhī fī al-bayti,the book that is in the house,وہ کتاب جو گھر میں ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-06-lesson-03.json,,,images/discover/الكتاب-الذي-في-البيت.jpg
discover_card_only,no,,,المسجد الذي في المدينة,الْمَسْجِدُ الَّذِي فِي الْمَدِينَةِ,al-masjidu alladhī fī al-madīnati,the mosque that is in the city,وہ مسجد جو شہر میں ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-06-lesson-03.json,,,images/discover/المسجد-الذي-في-المدينة.jpg
discover_card_only,no,,,الذي خلق,الَّذِي خَلَقَ,alladhī khalaqa,Who created,جس نے پیدا کیا,WORD,1,warsh-backend/prisma/fixtures/chapter-06-lesson-04.json,,,images/discover/الذي-خلق.jpg
discover_card_only,no,,,فسوى,فَسَوَّىٰ,fasawwā,then proportioned,پھر درست بنایا,WORD,1,warsh-backend/prisma/fixtures/chapter-06-lesson-04.json,,,images/discover/فسوي.jpg
discover_card_only,no,,,والذي قدر فهدى,وَالَّذِي قَدَّرَ فَهَدَىٰ,wa alladhī qaddara fahadā,"and Who measured, then guided",اور جس نے اندازہ مقرر کیا، پھر ہدایت دی,WORD,1,warsh-backend/prisma/fixtures/chapter-06-lesson-04.json,,,images/discover/والذي-قدر-فهدي.jpg
discover_card_only,no,,,ديني,دِينِي,dini,my religion,میرا دین,WORD,2,warsh-backend/prisma/fixtures/chapter-07-lesson-01.json,,,images/discover/ديني.jpg
discover_card_only,no,,,ربي,رَبِّي,rabbi,my Lord,میرا رب,WORD,3,warsh-backend/prisma/fixtures/chapter-07-lesson-01.json,,,images/discover/ربي.jpg
discover_card_only,no,,,قلمي,قَلَمِي,qalami,my pen,میرا قلم,WORD,2,warsh-backend/prisma/fixtures/chapter-07-lesson-01.json,,,images/discover/قلمي.jpg
discover_card_only,no,,,كتابي,كِتَابِي,kitabi,my book,میری کتاب,WORD,2,warsh-backend/prisma/fixtures/chapter-07-lesson-01.json,,,images/discover/كتابي.jpg
discover_card_only,no,,,اسمك,اسْمُكَ,ismuka,your name,تمہارا نام,WORD,1,warsh-backend/prisma/fixtures/chapter-07-lesson-02.json,,,images/discover/اسمك.jpg
discover_card_only,no,,,ربك,رَبُّكَ,rabbuka,your Lord,تمہارا رب,WORD,4,warsh-backend/prisma/fixtures/chapter-07-lesson-02.json,,,images/discover/ربك.jpg
discover_card_only,no,,,كتابك,كِتَابُكَ,kitabuka,your book (to a man),تمہاری کتاب (مرد سے),WORD,4,warsh-backend/prisma/fixtures/chapter-07-lesson-02.json,,,images/discover/كتابك.jpg
discover_card_only,no,,,أمها,أُمُّهَا,ummuha,her mother,اس کی ماں,WORD,1,warsh-backend/prisma/fixtures/chapter-07-lesson-03.json,,,images/discover/امها.jpg
discover_card_only,no,,,قلمه,قَلَمُهُ,qalamuhu,his pen,اس کا قلم,WORD,2,warsh-backend/prisma/fixtures/chapter-07-lesson-03.json,,,images/discover/قلمه.jpg
discover_card_only,no,,,كتابه,كِتَابُهُ,kitabuhu,his book,اس کی کتاب,WORD,1,warsh-backend/prisma/fixtures/chapter-07-lesson-03.json,,,images/discover/كتابه.jpg
discover_card_only,no,,,مدرستها,مَدْرَسَتُهَا,madrasatuha,her school,اس کا مدرسہ,WORD,1,warsh-backend/prisma/fixtures/chapter-07-lesson-03.json,,,images/discover/مدرستها.jpg
discover_card_only,no,,,عندك كتاب,عِنْدَكَ كِتَابٌ,indaka kitabun,you have a book,تمہارے پاس کتاب ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-07-lesson-04.json,,,images/discover/عندك-كتاب.jpg
discover_card_only,no,,,عنده بيت,عِنْدَهُ بَيْتٌ,indahu baytun,he has a house,اس کے پاس گھر ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-07-lesson-04.json,,,images/discover/عنده-بيت.jpg
discover_card_only,no,,,عندها مدرسة,عِنْدَهَا مَدْرَسَةٌ,indaha madrasatun,she has a school,اس کے پاس مدرسہ ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-07-lesson-04.json,,,images/discover/عندها-مدرسة.jpg
discover_card_only,no,,,عندي قلم,عِنْدِي قَلَمٌ,indi qalamun,I have a pen,میرے پاس قلم ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-07-lesson-04.json,,,images/discover/عندي-قلم.jpg
discover_card_only,no,,,ذهبت,ذَهَبَتْ,dhahabat,she went,وہ گئی,WORD,1,warsh-backend/prisma/fixtures/chapter-08-lesson-01.json,,,images/discover/ذهبت.jpg
discover_card_only,no,,,ذهبت فاطمة,ذَهَبَتْ فَاطِمَةُ,dhahabat Fatimatu,Fatimah went,فاطمہ گئی,WORD,1,warsh-backend/prisma/fixtures/chapter-08-lesson-01.json,,,images/discover/ذهبت-فاطمة.jpg
discover_card_only,no,,,قالت,قَالَتْ,qalat,she said,اس نے کہا (مؤنث),WORD,1,warsh-backend/prisma/fixtures/chapter-08-lesson-01.json,,,images/discover/قالت.jpg
discover_card_only,no,,,جلست,جَلَسَتْ,jalasat,she sat,وہ بیٹھی,WORD,1,warsh-backend/prisma/fixtures/chapter-08-lesson-02.json,,,images/discover/جلست.jpg
discover_card_only,no,,,دخلت,دَخَلَتْ,dakhalat,she entered,وہ داخل ہوئی,WORD,1,warsh-backend/prisma/fixtures/chapter-08-lesson-02.json,,,images/discover/دخلت.jpg
discover_card_only,no,,,رجعت,رَجَعَتْ,rajaat,she returned,وہ لوٹی,WORD,1,warsh-backend/prisma/fixtures/chapter-08-lesson-02.json,,,images/discover/رجعت.jpg
discover_card_only,no,,,رجعت الطالبة,رَجَعَتِ الطَّالِبَةُ,rajaati at-talibatu,the female student returned,طالبہ واپس آئی,WORD,1,warsh-backend/prisma/fixtures/chapter-08-lesson-02.json,,,images/discover/رجعت-الطالبة.jpg
discover_card_only,no,,,البنت التي ذهبت,البِنْتُ الَّتِي ذَهَبَتْ,al-bintu allati dhahabat,the girl who went,وہ لڑکی جو گئی,WORD,1,warsh-backend/prisma/fixtures/chapter-08-lesson-03.json,,,images/discover/البنت-التي-ذهبت.jpg
discover_card_only,no,,,التي,الَّتِي,allati,who/which/that (feminine),جو (مؤنث),WORD,1,warsh-backend/prisma/fixtures/chapter-08-lesson-03.json,,,images/discover/التي.jpg
discover_card_only,no,,,المدرسة التي في القرية,المَدْرَسَةُ الَّتِي فِي القَرْيَةِ,al-madrasatu allati fi al-qaryah,the school that is in the village,وہ مدرسہ جو بستی میں ہے,WORD,2,warsh-backend/prisma/fixtures/chapter-08-lesson-03.json,,,images/discover/المدرسة-التي-في-القرية.jpg
discover_card_only,no,,,امه,أُمُّهُ,ummuhu,his mother,اس کی ماں,WORD,1,warsh-backend/prisma/fixtures/chapter-08-lesson-04.json,,,images/discover/امه.jpg
discover_card_only,no,,,امي,أُمِّي,ummi,my mother,میری ماں,WORD,2,warsh-backend/prisma/fixtures/chapter-08-lesson-04.json,,,images/discover/امي.jpg
discover_card_only,no,,,امي التي رجعت,أُمِّي الَّتِي رَجَعَتْ,ummi allati rajaat,my mother who returned,میری ماں جو واپس آئی,WORD,1,warsh-backend/prisma/fixtures/chapter-08-lesson-04.json,,,images/discover/امي-التي-رجعت.jpg
discover_card_only,no,,,امي في البيت,أُمِّي فِي البَيْتِ,ummi fi al-bayt,my mother is in the house,میری ماں گھر میں ہے,WORD,1,warsh-backend/prisma/fixtures/chapter-08-lesson-04.json,,,images/discover/امي-في-البيت.jpg
discover_card_only,no,,,مؤمن,مُؤْمِنٌ,mu'minun,one believing man,ایک مؤمن مرد,WORD,2,warsh-backend/prisma/fixtures/chapter-09-lesson-01.json,,,images/discover/مؤمن.jpg
discover_card_only,no,,,مؤمنون,مُؤْمِنُونَ,mu'minoona,believing men / believers,مؤمن مرد / مؤمنین,WORD,1,warsh-backend/prisma/fixtures/chapter-09-lesson-01.json,,,images/discover/مؤمنون.jpg
discover_card_only,no,,,مسلمون,مُسْلِمُونَ,muslimoona,Muslim men / Muslims,مسلمان مرد / مسلمان,WORD,1,warsh-backend/prisma/fixtures/chapter-09-lesson-01.json,,,images/discover/مسلمون.jpg
discover_card_only,no,,,هؤلاء مسلمون,هٰؤُلَاءِ مُسْلِمُونَ,ha'ula'i muslimoona,These are Muslims.,یہ مسلمان ہیں۔,EXAMPLE,3,warsh-backend/prisma/fixtures/chapter-09-lesson-01.json,,,images/discover/هؤلاء-مسلمون.jpg
discover_card_only,no,,,طالبات,طَالِبَاتٌ,talibatun,female students,طالبات,WORD,1,warsh-backend/prisma/fixtures/chapter-09-lesson-02.json,,,images/discover/طالبات.jpg
discover_card_only,no,,,مؤمنات,مُؤْمِنَاتٌ,mu'minatun,believing women,ایمان والی عورتیں,WORD,1,warsh-backend/prisma/fixtures/chapter-09-lesson-02.json,,,images/discover/مؤمنات.jpg
discover_card_only,no,,,معلمات,مُعَلِّمَاتٌ,mu'allimatun,female teachers,معلمات,WORD,1,warsh-backend/prisma/fixtures/chapter-09-lesson-02.json,,,images/discover/معلمات.jpg
discover_card_only,no,,,بيت بيوت,بَيْتٌ / بُيُوتٌ,baytun / buyutun,a house / houses,ایک گھر / گھر,WORD,2,warsh-backend/prisma/fixtures/chapter-09-lesson-03.json,,,images/discover/بيت-بيوت.jpg
discover_card_only,no,,,طالب طلاب,طَالِبٌ / طُلَّابٌ,talibun / tullabun,a student / students,ایک طالب علم / طالب علم,WORD,2,warsh-backend/prisma/fixtures/chapter-09-lesson-03.json,,,images/discover/طالب-طلاب.jpg
discover_card_only,no,,,كتاب كتب,كِتَابٌ / كُتُبٌ,kitabun / kutubun,a book / books,ایک کتاب / کتابیں,WORD,2,warsh-backend/prisma/fixtures/chapter-09-lesson-03.json,,,images/discover/كتاب-كتب.jpg
discover_card_only,no,,,مسجد مساجد,مَسْجِدٌ / مَسَاجِدُ,masjidun / masajidu,a masjid / masjids,ایک مسجد / مساجد,WORD,1,warsh-backend/prisma/fixtures/chapter-09-lesson-03.json,,,images/discover/مسجد-مساجد.jpg
discover_card_only,no,,,من هؤلاء,مَنْ هٰؤُلَاءِ؟,man haa'ulaa'i,Who are these?,یہ کون ہیں؟,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-09-lesson-04.json,,,images/discover/من-هؤلاء.jpg
discover_card_only,no,,,هؤلاء,هٰؤُلَاءِ,haa'ulaa'i,these,یہ سب / یہ لوگ,WORD,2,warsh-backend/prisma/fixtures/chapter-09-lesson-04.json,,,images/discover/هؤلاء.jpg
discover_card_only,no,,,هؤلاء قومنا,هَٰؤُلَاءِ قَوْمُنَا,haa'ulaa'i qawmuna,"these, our people",یہ ہماری قوم,AYAH_PREVIEW,1,warsh-backend/prisma/fixtures/chapter-09-lesson-04.json,,,images/discover/هؤلاء-قومنا.jpg
discover_card_only,no,,,هم طلاب,هُمْ طُلَّابٌ,hum tullaabun,They are students,وہ طلبہ ہیں,WORD,1,warsh-backend/prisma/fixtures/chapter-10-lesson-01.json,,,images/discover/هم-طلاب.jpg
discover_card_only,no,,,هن طالبات,هُنَّ طَالِبَاتٌ,hunna taalibaatun,They are female students,وہ طالبات ہیں,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-10-lesson-01.json,,,images/discover/هن-طالبات.jpg
discover_card_only,no,,,نحن,نَحْنُ,nahnu,we,ہم,WORD,1,warsh-backend/prisma/fixtures/chapter-10-lesson-02.json,,,images/discover/نحن.jpg
